iter	RMSE
187	53.13069535
188	53.11382396
189	53.09840331
190	53.08041343
191	53.06510468
192	53.05084392
193	53.0297499
194	53.01209935
195	52.99704137
196	52.98200145
197	52.95805818
198	52.94547944
199	52.92449853
200	52.90745776
201	52.89181239
202	52.878449
203	52.86512326
204	52.85368034
205	52.83835624
206	52.8266434
207	52.80817401
208	52.79351159
209	52.77909418
210	52.76767597
211	52.7579167
212	52.74603972
213	52.73152985
214	52.72003539
215	52.70664592
216	52.69819677
217	52.68556878
218	52.6740031
219	52.65723918
220	52.64340728
221	52.62741082
222	52.61553116
223	52.60581282
224	52.59234201
225	52.58331325
226	52.573887
227	52.56537379
228	52.55767596
229	52.5484628
230	52.54014177
231	52.53216887
232	52.52364875
233	52.51425656
234	52.50691725
235	52.49633048
236	52.4840312
237	52.47159396
238	52.46216076
239	52.45285009
240	52.44449643
241	52.43519531
242	52.42837944
243	52.41499407
244	52.39917287
245	52.38759647
246	52.37897185
247	52.36804886
248	52.35941498
249	52.34898794
250	52.33969453
251	52.33090935
252	52.316963
253	52.30766883
254	52.3055589
255	52.29673724
256	52.29058213
257	52.27913535
258	52.27135996
259	52.26245324
260	52.25468942
261	52.24596386
262	52.2408319
263	52.23372622
264	52.22465879
265	52.2180343
266	52.20774915
267	52.19463852
268	52.18586301
269	52.176771
270	52.16282629
271	52.15791382
272	52.15541077
273	52.14842025
274	52.1333358
275	52.12417625
276	52.11526333
277	52.11170382
278	52.10459166
279	52.09673687
280	52.08601181
281	52.08054799
282	52.07429092
283	52.06630128
284	52.05957738
285	52.052949
286	52.04783311
287	52.04013445
288	52.03403816
289	52.02021163
290	52.01485221
291	52.00712516
292	52.00122365
293	51.99225087
294	51.98240936
295	51.97303159
296	51.96821975
297	51.96162713
298	51.94861722
299	51.94308059
300	51.93853815
301	51.93089153
302	51.92483749
303	51.91572264
304	51.90721154
305	51.89909724
306	51.89488778
307	51.88663609
308	51.88151482
309	51.8786746
310	51.87184572
311	51.86917541
312	51.86381899
313	51.86117506
314	51.85911841
315	51.85509035
316	51.85018345
317	51.84321032
318	51.83679376
319	51.83502028
320	51.82508928
321	51.81836611
322	51.81042623
323	51.80496814
324	51.7942538
325	51.78773558
326	51.78167168
327	51.77755643
328	51.76856292
329	51.75868128
330	51.74977319
331	51.74811034
332	51.74253915
333	51.73888929
334	51.73579514
335	51.72987019
336	51.72209788
337	51.71693155
338	51.71111961
339	51.70585307
340	51.70189495
341	51.69267441
342	51.68301429
343	51.67732415
344	51.67251045
345	51.66523848
346	51.66171167
347	51.66055266
348	51.6583399
349	51.65445666
350	51.65043031
351	51.64909998
352	51.64467769
353	51.63945875
354	51.62916696
355	51.62736361
356	51.62399282
357	51.61905945
358	51.61094477
359	51.60653106
360	51.60209294
361	51.60049788
362	51.59394218
363	51.59133228
364	51.58398202
365	51.58001774
366	51.57533084
367	51.57039131
368	51.56713608
369	51.5610546
370	51.55100607
371	51.54694246
372	51.53846876
373	51.53445847
374	51.52509463
375	51.52154897
376	51.51926505
377	51.5153035
378	51.50865442
379	51.49910784
380	51.49765284
381	51.48782675
382	51.48291431
383	51.47773076
384	51.46954538
385	51.46569879
386	51.46416935
387	51.45906375
388	51.4554845
389	51.44953153
390	51.44507272
391	51.43979257
392	51.43622866
393	51.43460043
394	51.42861518
395	51.42590672
396	51.41955448
397	51.41638294
398	51.4145688
399	51.41023349
400	51.40483722
401	51.39742886
402	51.3928168
403	51.38846337
404	51.3868003
405	51.38240502
406	51.37739646
407	51.37538347
408	51.36606149
409	51.36382545
410	51.35810627
411	51.35217666
412	51.34890357
413	51.34762899
414	51.34133343
415	51.33596524
416	51.33371916
417	51.33252794
418	51.32684632
419	51.32294018
420	51.31840195
421	51.3096534
422	51.30900191
423	51.30559632
424	51.30183531
425	51.29989133
426	51.2959802
427	51.29412779
428	51.28310962
429	51.27667553
430	51.27407346
431	51.27264216
432	51.2683663
433	51.26321531
434	51.25759652
435	51.25639173
436	51.25030962
437	51.2490481
438	51.24321358
439	51.2392434
440	51.23491942
441	51.22894566
442	51.22463811
443	51.22019127
444	51.21849639
445	51.21174943
446	51.2105197
447	51.20713236
448	51.20532339
449	51.19803648
450	51.18954924
451	51.18528216
452	51.18095398
453	51.17453129
454	51.17331133
455	51.17060208
456	51.1686092
457	51.16469926
458	51.15812224
459	51.15672617
460	51.1532768
461	51.14945657
462	51.14636385
463	51.14437036
464	51.14140595
465	51.13751304
466	51.13367267
467	51.13229461
468	51.13137121
469	51.12896907
470	51.12506839
471	51.1237871
472	51.11639117
473	51.11471369
474	51.11090431
475	51.10220722
476	51.09675646
477	51.09061593
478	51.08480869
479	51.08086617
480	51.07694945
481	51.07532592
482	51.07176969
483	51.06571809
484	51.06091931
485	51.05583314
486	51.05325105
487	51.04760497
488	51.04272344
489	51.03473526
490	51.03328354
491	51.0317338
492	51.02482453
493	51.02240913
494	51.01618648
495	51.00795532
496	51.00406084
497	51.00250034
498	50.99981645
499	50.99562497
500	50.99180187
501	50.99072184
502	50.9819453
503	50.98030575
504	50.97387943
505	50.9670172
506	50.96619396
507	50.96439296
508	50.96145068
509	50.95991065
510	50.95306002
511	50.94844976
512	50.94674311
513	50.94253423
514	50.93399164
515	50.92859919
516	50.92346335
517	50.91957368
518	50.91815896
519	50.91251141
520	50.91141846
521	50.9098604
522	50.90720554
523	50.90430201
524	50.89718301
525	50.89113038
526	50.88447402
527	50.88111621
528	50.87498001
529	50.87348328
530	50.87162836
531	50.86778246
532	50.86362448
533	50.86110758
534	50.85287868
535	50.85121279
536	50.84980575
537	50.8472124
538	50.84060248
539	50.8357417
540	50.83460335
541	50.82712002
542	50.82262865
543	50.81431051
544	50.81348318
545	50.80674226
546	50.80276318
547	50.80187365
548	50.80071477
549	50.79994637
550	50.79421316
551	50.78729313
552	50.78350725
553	50.78190049
554	50.78049879
555	50.77641888
556	50.7700748
557	50.76185666
558	50.75462032
559	50.74960693
560	50.74799744
561	50.74211111
562	50.73770468
563	50.73409689
564	50.72763761
565	50.72417763
566	50.72260056
567	50.71697801
568	50.71537956
569	50.71205073
570	50.71085485
571	50.70812821
572	50.70655996
573	50.7014795
574	50.69729944
575	50.68997475
576	50.6833314
577	50.67863181
578	50.67279851
579	50.67012508
580	50.66479
581	50.65919262
582	50.65618042
583	50.65181296
584	50.64880283
585	50.64529774
586	50.64331349
587	50.63855729
588	50.6373093
589	50.63121297
590	50.62886099
591	50.61914848
592	50.61444166
593	50.60772959
594	50.60175028
595	50.59834272
596	50.59743054
597	50.59169799
598	50.58848979
599	50.58340583
600	50.58088444
601	50.57974174
602	50.57364453
603	50.57251413
604	50.56613085
605	50.56220895
606	50.5550301
607	50.55108036
608	50.55025154
609	50.54901186
610	50.54266383
611	50.5381152
612	50.53669991
613	50.53310461
614	50.52965718
615	50.52563458
616	50.52122206
617	50.51627661
618	50.51460141
619	50.51364688
620	50.51048044
621	50.50588724
622	50.50414491
623	50.50268476
624	50.49376597
625	50.4909849
626	50.48918411
627	50.4836333
628	50.48020173
629	50.47426308
630	50.46874762
631	50.46743702
632	50.46426372
633	50.46286314
634	50.46203097
635	50.45767035
636	50.45484516
637	50.45071509
638	50.44981842
639	50.44821657
640	50.44552748
641	50.44228887
642	50.44118962
643	50.43950011
644	50.43831152
645	50.4334861
646	50.42699429
647	50.42300796
648	50.41986405
649	50.41735455
650	50.41562109
651	50.41136268
652	50.40227483
653	50.3987723
654	50.39444681
655	50.39297244
656	50.38881865
657	50.3789789
658	50.37417659
659	50.36948606
660	50.36384516
661	50.35964797
662	50.35725583
663	50.35433047
664	50.34925024
665	50.34854324
666	50.34387024
667	50.34255529
668	50.34167614
669	50.34089862
670	50.33535505
671	50.32770978
672	50.32496556
673	50.32082597
674	50.31866309
675	50.31500499
676	50.31410956
677	50.30903159
678	50.304973
679	50.30145405
680	50.29701694
681	50.29583465
682	50.2941137
683	50.29088393
684	50.28908881
685	50.28356201
686	50.28156301
687	50.27875962
688	50.27541156
689	50.27322611
690	50.27061907
691	50.26793894
692	50.26646975
693	50.26107813
694	50.25238028
695	50.24947982
696	50.24214876
697	50.24059827
698	50.23651507
699	50.23513677
700	50.23279548
701	50.23146338
702	50.23040274
703	50.22493341
704	50.22184726
705	50.21532171
706	50.21348841
707	50.21086314
708	50.20687767
709	50.20471432
710	50.19915603
711	50.19847394
712	50.19280101
713	50.18856937
714	50.18486105
715	50.18411068
716	50.18259185
717	50.18026239
718	50.17694434
719	50.1718356
720	50.17020179
721	50.16782047
722	50.15951589
723	50.15694839
724	50.15630744
725	50.15369955
726	50.15244279
727	50.14916069
728	50.14746362
729	50.14327875
730	50.14048953
731	50.1348386
732	50.12897049
733	50.12743086
734	50.12354316
735	50.11240162
736	50.10823739
737	50.10485091
738	50.09955225
739	50.09695332
740	50.08944401
741	50.08819598
742	50.08289672
743	50.07834224
744	50.0772121
745	50.07263139
746	50.06795728
747	50.06533899
748	50.0594444
749	50.05856817
750	50.05764952
751	50.05274538
752	50.05155343
753	50.04721703
754	50.04263671
755	50.04021528
756	50.03633831
757	50.02925053
758	50.02296153
759	50.01580323
760	50.01497407
761	50.01402841
762	50.01154989
763	50.00800496
764	50.00476649
765	50.00178252
766	49.998136
767	49.99405513
768	49.99343457
769	49.99153827
770	49.98828144
771	49.98449399
772	49.98098234
773	49.97711991
774	49.97385111
775	49.97253939
776	49.96686112
777	49.96626983
778	49.9651531
779	49.95809723
780	49.95713163
781	49.95632972
782	49.95396802
783	49.94831682
784	49.94492959
785	49.94301982
786	49.93948927
787	49.93747436
788	49.93119793
789	49.92634331
790	49.92428814
791	49.92172079
792	49.92064466
793	49.91952806
794	49.91789719
795	49.9139779
796	49.91307199
797	49.91096979
798	49.90551976
799	49.90182987
800	49.90081501
801	49.89778625
802	49.89409526
803	49.89217636
804	49.89143197
805	49.89058721
806	49.88619733
807	49.88335936
808	49.8794651
809	49.87804256
810	49.87706179
811	49.87359945
812	49.87055571
813	49.86955708
814	49.86651273
815	49.86593925
816	49.86303507
817	49.8620705
818	49.85822359
819	49.85435818
820	49.85380035
821	49.84538594
822	49.84398351
823	49.83648489
824	49.83465277
825	49.83349625
826	49.82870392
827	49.82547503
828	49.82170787
829	49.8202867
830	49.81807711
831	49.81450838
832	49.80924224
833	49.80765493
834	49.80399906
835	49.80281784
836	49.80162029
837	49.79943239
838	49.79847004
839	49.79402287
840	49.78767154
841	49.78607386
842	49.78444737
843	49.78289499
844	49.77888325
845	49.77425757
846	49.77020757
847	49.76732968
848	49.76663984
849	49.76377842
850	49.75784504
851	49.75481031
852	49.75168103
853	49.744553
854	49.7436132
855	49.74226513
856	49.74019454
857	49.7384698
858	49.73528379
859	49.73402185
860	49.73014012
861	49.72784172
862	49.72360683
863	49.7196977
864	49.71716452
865	49.71571477
866	49.71087646
867	49.70799725
868	49.70621284
869	49.70422714
870	49.70304436
871	49.69826915
872	49.69594849
873	49.69351543
874	49.6868437
875	49.68288449
876	49.68084531
877	49.6781149
878	49.67671021
879	49.67055927
880	49.66886239
881	49.66498271
882	49.66048177
883	49.65437324
884	49.65172776
885	49.648526
886	49.64787177
887	49.64703746
888	49.6456971
889	49.64420935
890	49.63752788
891	49.63503537
892	49.63107182
893	49.63051411
894	49.6278272
895	49.62694752
896	49.62621149
897	49.62354097
898	49.62252505
899	49.61978493
