,intervalo,valor_leitura_flu_143,valor_leitura_flu_283,valor_leitura_flu_413,valor_leitura_flu_563,valor_leitura_flu_629,valor_leitura_flu_1000580,valor_leitura_flu_1000610,valor_leitura_flu_1000958,valor_leitura_plu_143,valor_leitura_plu_283,valor_leitura_plu_413,valor_leitura_plu_511,valor_leitura_plu_514,valor_leitura_plu_563,valor_leitura_plu_629,valor_leitura_plu_1000500,valor_leitura_plu_1000510,valor_leitura_plu_1000868
0,2021-01-01 03:00:00 UTC,73380.4,72281.0,71753.195,74576.2,72844.1,77196.695,334.5,72483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-01-01 03:10:00 UTC,73380.4,72276.1,71746.6,74576.2,72843.7,77196.305,334.3,72477.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-01-01 03:20:00 UTC,73380.5,72272.6,71740.0,74576.2,72844.0,77196.195,333.9,72473.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-01-01 03:30:00 UTC,73380.4,72266.1,71734.5,74575.8,72844.0,77196.195,333.8,72469.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2021-01-01 03:40:00 UTC,73380.4,72261.5,71728.4,74575.8,72843.8,77195.8,332.4,72466.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2021-01-01 03:50:00 UTC,73380.4,72250.41,71724.0,74575.8,72843.3,77196.0,332.5,72462.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2021-01-01 04:00:00 UTC,73380.4,72247.07333333333,71719.23166666667,74575.8,72843.13333333333,77196.10166666667,331.3333333333333,72459.30666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2021-01-01 04:10:00 UTC,73380.4,72243.73666666666,71714.46333333333,74575.8,72842.96666666667,77196.20333333332,330.1666666666667,72456.20333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2021-01-01 04:20:00 UTC,73380.4,72240.4,71709.695,74575.8,72842.8,77196.305,329.0,72453.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2021-01-01 04:30:00 UTC,73380.4,72233.3,71705.5,74575.2,72843.0,77196.0,324.8,72451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2021-01-01 04:40:00 UTC,73380.5,72231.41,71702.0,74575.8,72843.0,77196.195,321.1,72449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2021-01-01 04:50:00 UTC,73380.4,72229.305,71698.8,74575.3,72842.6,77195.9,318.4,72445.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2021-01-01 05:00:00 UTC,73380.4,72227.5,71695.4,74575.2,72842.4,77196.0,316.1,72444.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
