,valor_leitura_flu_413
1866,71716.805
1867,71714.6
1868,71711.8
1869,71710.8
1870,71708.5
1871,71707.5
1872,71706.41
1873,71705.2
1874,71704.1
1875,71703.1
1876,71683.805
1877,71700.3
1878,71699.2
1879,71697.0
1880,71695.9
1881,71694.3
1882,71692.6
1883,71691.6
1884,71690.4
1885,71688.3
1886,71687.2
1887,71685.5
1888,71671.1
1889,71682.4
1890,71681.09
1891,71679.9
1892,71678.9
1893,71677.805
1894,71675.6
1895,71675.6
1896,71674.5
1897,71673.4
1898,71672.305
1899,71672.4
1900,71664.6
1901,71670.1
1902,71669.0
1903,71669.0
1904,71667.9
1905,71667.9
1906,71666.805
1907,71666.805
1908,71665.695
1909,71665.695
1910,71665.695
1911,71664.6
1912,71657.2
1913,71663.5
1914,71663.5
1915,71663.5
1916,71662.41
1917,71662.41
1918,71661.3
1919,71661.4
1920,71661.5
1921,71660.5
1922,71659.305
1923,71658.3
1924,71656.9
1925,71657.2
1926,71656.09
1927,71656.09
1928,71656.09
1929,71656.09
1930,71656.0
1931,71656.0
1932,71656.9
1933,71658.0
1934,71658.0
1935,71658.0
1936,71664.4
1937,71656.9
1938,71655.8
1939,71656.9
1940,71655.8
1941,71655.8
1942,71656.9
1943,71657.9
1944,71657.9
1945,71660.1
1946,71661.2
1947,71662.2
1948,71664.4
1949,71665.5
1950,71665.5
1951,71667.7
1952,71667.7
1953,71668.8
1954,71669.9
1955,71669.8
1956,71671.0
1957,71669.9
1958,71668.91
1959,71667.7
1960,71668.7
1961,71668.7
1962,71668.7
1963,71668.7
1964,71668.7
1965,71667.6
1966,71667.1
1967,71666.5
1968,71665.4
1969,71665.305
1970,71666.4
1971,71668.5
1972,71667.4
1973,71668.4
1974,71670.695
1975,71672.9
1976,71672.9
1977,71674.1
1978,71679.6
1979,71691.195
1980,71739.6
1981,71792.5
1982,71806.8
1983,71806.5
1984,71798.7
1985,71786.0
1986,71773.9
1987,71764.0
1988,71763.4
1989,71774.3
1990,71791.5
1991,71805.3
1992,71812.91
1993,71816.305
1994,71815.195
1995,71811.9
1996,71804.8
1997,71797.1
1998,71788.5
1999,71779.5
2000,71770.1
2001,71761.8
2002,71754.2
2003,71745.9
2004,71738.8
2005,71732.8
2006,71727.695
2007,71723.4
2008,71719.0
2009,71715.1
2010,71711.8
2011,71709.6
2012,71706.8
2013,71704.7
2014,71702.0
2015,71699.2
2016,71697.0
2017,71695.3
2018,71693.1
2019,71692.6
2020,71690.305
2021,71689.805
2022,71688.2
2023,71687.09
2024,71686.0
2025,71684.9
2026,71684.305
2027,71683.195
2028,71682.2
2029,71681.5
2030,71681.09
2031,71679.9
2032,71678.805
2033,71677.805
2034,71677.805
2035,71675.5
2036,71674.5
2037,71674.5
2038,71672.305
2039,71672.305
2040,71671.1
2041,71671.1
2042,71671.1
2043,71670.1
2044,71670.1
2045,71669.0
2046,71669.0
2047,71667.9
2048,71667.9
2049,71666.805
2050,71666.7
2051,71666.7
2052,71665.6
2053,71665.6
2054,71665.695
2055,71665.695
2056,71664.6
2057,71664.6
2058,71664.6
2059,71664.6
2060,71663.5
2061,71663.5
2062,71663.5
2063,71662.41
2064,71661.3
2065,71661.3
2066,71661.4
2067,71661.4
2068,71660.305
2069,71658.1
2070,71657.0
2071,71657.0
2072,71655.9
2073,71656.0
2074,71656.0
2075,71656.0
2076,71656.0
2077,71656.0
2078,71656.0
2079,71654.8
2080,71654.7
2081,71655.8
2082,71658.0
2083,71658.0
2084,71659.1
2085,71661.2
2086,71662.3
2087,71663.5
2088,71664.5
2089,71665.6
2090,71664.5
2091,71664.6
2092,71665.695
2093,71666.7
2094,71666.7
2095,71666.7
2096,71667.8
2097,71667.7
2098,71667.7
2099,71668.8
2100,71669.9
2101,71669.9
2102,71669.8
2103,71669.9
2104,71669.8
2105,71669.9
2106,71668.7
2107,71668.7
2108,71670.9
2109,71672.0
2110,71671.0
2111,71671.0
2112,71670.9
2113,71671.9
2114,71671.9
2115,71671.9
2116,71671.9
2117,71673.1
2118,71671.9
2119,71671.9
2120,71671.805
2121,71670.695
2122,71671.805
2123,71671.805
2124,71672.9
2125,71670.695
2126,71670.695
2127,71669.5
2128,71669.5
2129,71670.8
2130,71670.9
2131,71670.9
2132,71670.9
2133,71668.7
2134,71668.7
2135,71668.7
2136,71668.7
2137,71669.8
2138,71747.1
2139,71823.9
2140,71860.7
2141,71881.09
2142,71891.0
2143,71891.0
2144,71886.0
2145,71877.305
2146,71867.3
2147,71856.41
2148,71844.0
2149,71831.6
2150,71820.6
2151,71807.9
2152,71797.0
2153,71785.4
2154,71776.0
2155,71794.1
2156,71806.2
2157,71796.9
2158,71783.6
2159,71774.4
2160,71765.695
2161,71758.9
2162,71751.9
2163,71744.8
2164,71739.4
2165,71733.805
2166,71730.0
2167,71725.6
2168,71721.805
2169,71718.5
2170,71714.1
2171,71711.3
2172,71708.5
2173,71705.8
2174,71703.1
2175,71700.3
2176,71699.2
2177,71697.6
2178,71696.4
2179,71694.8
2180,71693.2
2181,71691.6
2182,71690.4
2183,71689.805
2184,71687.59
2185,71686.5
2186,71685.5
2187,71684.305
2188,71682.8
2189,71681.09
2190,71678.9
2191,71677.805
2192,71676.7
2193,71675.5
2194,71674.5
2195,71673.4
2196,71672.305
2197,71670.0
2198,71669.0
2199,71668.91
2200,71667.9
2201,71666.7
2202,71665.6
2203,71664.5
2204,71664.6
2205,71663.5
2206,71663.5
2207,71663.5
2208,71663.5
2209,71664.6
2210,71665.695
2211,71666.805
2212,71668.0
2213,71668.0
2214,71669.1
2215,71669.1
2216,71669.2
2217,71668.1
2218,71667.1
2219,71667.0
2220,71667.0
2221,71665.9
2222,71665.805
2223,71665.805
2224,71665.695
2225,71665.695
2226,71667.9
2227,71667.9
2228,71667.8
2229,71669.0
2230,71669.0
2231,71670.0
2232,71672.305
2233,71672.195
2234,71673.3
2235,71674.3
2236,71676.6
2237,71676.6
2238,71675.41
2239,71676.5
2240,71676.5
2241,71676.4
2242,71675.3
2243,71675.3
2244,71675.3
2245,71674.2
2246,71673.1
2247,71674.2
2248,71674.2
2249,71673.1
2250,71673.1
2251,71672.0
2252,71672.0
2253,71673.1
2254,71669.8
2255,71671.0
2256,71668.7
2257,71668.59
2258,71669.6
2259,71666.4
2260,71667.4
2261,71668.5
2262,71670.8
2263,71670.8
2264,71673.0
2265,71674.1
2266,71676.4
2267,71676.4
2268,71677.6
2269,71677.6
2270,71675.41
2271,71675.41
2272,71674.2
2273,71675.3
2274,71679.9
2275,71684.1
2276,71686.9
2277,71689.695
2278,71691.305
2279,71694.0
2280,71696.195
2281,71699.1
2282,71704.0
2283,71709.0
2284,71713.4
2285,71717.3
2286,71719.6
2287,71719.6
2288,71721.195
2289,71720.1
2290,71719.6
2291,71717.4
2292,71715.195
2293,71713.0
2294,71710.195
2295,71708.1
2296,71707.5
2297,71706.9
2298,71707.5
2299,71708.5
2300,71708.5
2301,71707.5
2302,71706.5
2303,71704.1
2304,71703.1
2305,71700.9
2306,71699.2
2307,71697.6
2308,71695.4
2309,71693.2
2310,71691.6
2311,71690.4
2312,71688.2
2313,71686.6
2314,71684.305
2315,71681.6
2316,71681.6
2317,71681.09
2318,71679.9
2319,71678.9
2320,71677.805
2321,71676.7
2322,71675.6
2323,71674.5
2324,71674.5
2325,71672.4
2326,71671.195
2327,71669.0
2328,71669.1
2329,71668.0
2330,71665.695
2331,71664.6
2332,71664.6
2333,71663.5
2334,71663.5
2335,71663.5
2336,71663.5
2337,71662.41
2338,71661.3
2339,71661.3
2340,71660.195
2341,71659.1
2342,71659.1
2343,71658.0
2344,71658.0
2345,71656.9
2346,71656.9
2347,71656.9
2348,71658.0
2349,71656.9
2350,71657.0
2351,71658.0
2352,71657.0
2353,71656.09
2354,71653.805
2355,71653.695
2356,71653.6
2357,71653.695
2358,71654.8
2359,71654.8
2360,71654.8
2361,71654.9
2362,71655.0
2363,71653.805
2364,71653.805
2365,71652.695
2366,71651.6
2367,71651.6
2368,71652.6
2369,71652.6
2370,71651.4
2371,71652.4
2372,71652.5
2373,71652.5
2374,71653.695
2375,71653.695
2376,71654.6
2377,71655.8
2378,71658.0
2379,71660.195
2380,71661.2
2381,71661.2
2382,71662.3
2383,71663.5
2384,71663.5
2385,71665.5
2386,71665.5
2387,71665.5
2388,71666.6
2389,71665.5
2390,71666.6
2391,71666.6
2392,71665.5
2393,71665.4
2394,71664.4
2395,71665.4
2396,71664.4
2397,71665.4
2398,71664.2
2399,71665.305
2400,71666.4
2401,71667.4
2402,71668.59
2403,71667.5
2404,71667.5
2405,71668.59
2406,71668.59
2407,71668.5
2408,71666.195
2409,71665.0
2410,71667.3
2411,71667.4
2412,71665.1
2413,71676.2
2414,71694.9
2415,71685.1
2416,71717.0
2417,71750.6
2418,71752.805
2419,71745.695
2420,71735.305
2421,71728.195
2422,71718.4
2423,71710.1
2424,71709.1
2425,71715.1
2426,71719.0
2427,71718.5
2428,71714.6
2429,71708.5
2430,71704.8
2431,71699.8
2432,71695.4
2433,71692.1
2434,71689.3
2435,71688.3
2436,71686.6
2437,71685.0
2438,71683.3
2439,71682.2
2440,71681.09
2441,71680.0
2442,71680.0
2443,71678.9
2444,71678.9
2445,71676.7
2446,71676.7
2447,71675.6
2448,71675.6
2449,71674.5
2450,71673.4
2451,71673.4
2452,71673.4
2453,71673.4
2454,71674.5
2455,71675.5
2456,71675.5
2457,71674.4
2458,71674.4
2459,71674.4
2460,71674.4
2461,71673.4
2462,71672.305
2463,71671.1
2464,71672.305
2465,71671.1
2466,71670.0
2467,71668.91
2468,71668.91
2469,71667.9
2470,71667.9
2471,71666.7
2472,71665.6
2473,71665.6
2474,71664.5
2475,71664.5
2476,71664.5
2477,71664.5
2478,71663.5
2479,71663.5
2480,71663.5
2481,71663.5
2482,71663.5
2483,71662.3
2484,71662.3
2485,71662.3
2486,71662.3
2487,71661.2
2488,71660.195
2489,71660.195
2490,71659.1
2491,71659.1
2492,71658.0
2493,71658.0
2494,71656.9
2495,71656.9
2496,71655.9
2497,71655.9
2498,71654.7
2499,71654.7
2500,71654.7
2501,71653.695
2502,71652.695
2503,71652.6
2504,71652.695
2505,71652.695
2506,71652.695
2507,71651.6
2508,71652.695
2509,71652.805
2510,71651.6
2511,71649.4
2512,71650.5
2513,71651.6
2514,71651.6
2515,71651.6
2516,71652.6
2517,71652.6
2518,71653.6
2519,71654.7
2520,71654.7
2521,71654.6
2522,71656.9
2523,71656.8
2524,71657.9
2525,71657.9
2526,71660.1
2527,71660.0
2528,71660.0
2529,71661.2
2530,71662.2
2531,71662.3
2532,71663.4
2533,71663.4
2534,71663.3
2535,71662.91
2536,71664.3
2537,71662.09
2538,71663.3
2539,71663.3
2540,71664.2
2541,71663.1
2542,71664.1
2543,71665.1
2544,71666.305
2545,71667.4
2546,71663.0
2547,71664.0
2548,71663.0
2549,71663.0
2550,71665.305
2551,71667.5
2552,71668.59
2553,71745.4
2554,71900.09
2555,71984.305
2556,72037.2
2557,72068.1
2558,72085.8
2559,72094.1
2560,72099.0
2561,72099.5
2562,72099.5
2563,72095.695
2564,72088.8
2565,72081.8
2566,72073.6
2567,72066.5
2568,72056.09
2569,72045.1
2570,72032.4
2571,72019.1
2572,72003.305
2573,71988.4
2574,71973.0
2575,71956.5
2576,71939.5
2577,71923.0
2578,71908.195
2579,71892.8
2580,71878.5
2581,71864.2
2582,71851.5
2583,71840.0
2584,71827.9
2585,71818.4
2586,71808.695
2587,71800.3
2588,71793.2
2589,71787.09
2590,71781.09
2591,71776.2
2592,71770.695
2593,71765.1
2594,71761.4
2595,71755.8
2596,71750.9
2597,71747.0
2598,71743.2
2599,71739.805
2600,71736.5
2601,71733.805
2602,71731.7
2603,71729.4
2604,71726.7
2605,71725.0
2606,71722.9
2607,71720.1
2608,71718.5
2609,71716.195
2610,71714.6
2611,71713.5
2612,71711.8
2613,71710.195
2614,71709.195
2615,71706.9
2616,71705.8
2617,71703.695
2618,71702.0
2619,71700.8
2620,71699.2
2621,71697.0
2622,71695.9
2623,71694.8
2624,71693.7
2625,71692.6
2626,71692.1
2627,71691.6
2628,71690.4
2629,71690.4
2630,71689.9
2631,71688.8
2632,71688.2
2633,71687.2
2634,71686.0
2635,71685.0
2636,71683.3
2637,71681.7
2638,71681.2
2639,71681.2
2640,71680.1
2641,71681.8
2642,71682.4
2643,71684.1
2644,71684.6
2645,71684.6
2646,71684.6
2647,71684.6
2648,71685.195
2649,71685.195
2650,71686.2
2651,71687.3
2652,71688.4
2653,71690.0
2654,71691.7
2655,71692.1
2656,71692.7
2657,71694.4
2658,71695.4
2659,71696.5
2660,71697.805
2661,71699.2
2662,71700.3
2663,71701.4
2664,71701.4
2665,71701.9
2666,71704.0
2667,71706.7
2668,71709.0
2669,71711.2
2670,71711.7
2671,71713.4
2672,71712.3
2673,71711.1
2674,71709.0
2675,71706.7
2676,71705.1
2677,71702.9
2678,71701.7
2679,71700.09
2680,71699.1
2681,71699.0
2682,71697.9
2683,71696.195
2684,71695.0
2685,71693.4
2686,71693.4
2687,71692.8
2688,71691.805
2689,71690.195
2690,71689.5
2691,71690.1
2692,71690.1
2693,71690.1
2694,71691.1
2695,71691.7
2696,71690.0
2697,71691.1
2698,71692.1
2699,71693.3
2700,71693.3
2701,71693.3
2702,71692.6
2703,71693.1
2704,71692.5
2705,71693.59
2706,71693.1
2707,71693.59
2708,71694.2
2709,71693.7
2710,71692.1
2711,71686.7
2712,71682.8
2713,71684.4
2714,71718.59
2715,71794.9
2716,71925.0
2717,71997.6
2718,72031.7
2719,72035.1
2720,72028.5
2721,72015.9
2722,72005.7
2723,71997.195
2724,71991.805
2725,71990.695
2726,71990.195
2727,71989.6
2728,71986.8
2729,71983.1
2730,71977.4
2731,71971.4
2732,71961.0
2733,71950.09
2734,71937.3
2735,71923.1
2736,71908.805
2737,71892.6
2738,71876.7
2739,71863.0
2740,71848.1
2741,71836.0
2742,71826.2
2743,71820.8
2744,71820.8
2745,71824.59
2746,71832.3
2747,71839.5
2748,71847.195
2749,71849.59
2750,71851.5
2751,71850.5
2752,71847.195
2753,71843.4
2754,71837.3
2755,71829.6
2756,71821.305
2757,71814.1
2758,71804.8
2759,71796.0
2760,71787.8
2761,71779.5
2762,71771.305
2763,71763.6
2764,71755.8
2765,71749.3
2766,71742.7
2767,71736.6
2768,71731.7
2769,71727.305
2770,71724.0
2771,71720.1
2772,71716.9
2773,71714.1
2774,71711.3
2775,71708.6
2776,71706.41
2777,71705.2
2778,71703.1
2779,71702.0
2780,71700.41
2781,71699.2
2782,71697.1
2783,71696.1
2784,71693.91
2785,71692.2
2786,71690.6
2787,71688.6
2788,71685.8
2789,71683.6
2790,71682.5
2791,71681.9
2792,71681.41
2793,71680.2
2794,71679.0
2795,71680.1
2796,71680.1
2797,71680.1
2798,71681.7
2799,71682.1
2800,71682.8
2801,71682.3
2802,71684.0
2803,71687.8
2804,71687.8
2805,71688.6
2806,71691.1
2807,71692.7
2808,71693.7
2809,71694.8
2810,71695.9
2811,71697.6
2812,71697.6
2813,71695.9
2814,71698.0
2815,71697.5
2816,71696.9
2817,71695.8
2818,71695.9
2819,71695.8
2820,71695.8
2821,71696.195
2822,71695.695
2823,71692.2
2824,71691.1
2825,71693.3
2826,71695.6
2827,71695.695
2828,71695.695
2829,71695.6
2830,71696.805
2831,71695.1
2832,71696.195
2833,71696.805
2834,71696.305
2835,71695.3
2836,71695.3
2837,71695.8
2838,71698.6
2839,71700.7
2840,71701.8
2841,71703.9
2842,71707.8
2843,71712.3
2844,71715.6
2845,71722.195
2846,71728.9
2847,71736.1
2848,71740.9
2849,71744.2
2850,71744.8
2851,71744.3
2852,71740.5
2853,71736.5
2854,71733.3
2855,71729.4
2856,71725.0
2857,71721.195
2858,71717.9
2859,71715.1
2860,71712.91
2861,71709.6
2862,71708.1
2863,71706.9
2864,71704.2
2865,71702.5
2866,71700.3
2867,71699.2
2868,71698.1
2869,71697.0
2870,71695.9
2871,71694.3
2872,71692.6
2873,71691.6
2874,71690.9
2875,71689.9
2876,71689.3
2877,71688.3
2878,71687.2
2879,71686.8
2880,71686.0
2881,71684.9
2882,71685.5
2883,71685.5
2884,71685.5
2885,71685.5
2886,71685.5
2887,71685.5
2888,71684.9
2889,71684.305
2890,71684.305
2891,71684.305
2892,71683.805
2893,71683.195
2894,71682.8
2895,71682.2
2896,71682.1
2897,71682.2
2898,71681.6
2899,71681.09
2900,71681.09
2901,71679.9
2902,71678.805
2903,71677.805
2904,71676.7
2905,71675.5
2906,71674.5
2907,71673.4
2908,71672.305
2909,71672.305
2910,71671.1
2911,71671.1
2912,71671.1
2913,71670.0
2914,71670.0
2915,71670.0
2916,71670.0
2917,71668.91
2918,71668.91
2919,71669.0
2920,71667.9
2921,71667.9
2922,71667.9
2923,71666.805
2924,71666.805
2925,71666.805
2926,71665.695
2927,71665.805
2928,71665.805
2929,71665.805
2930,71663.7
2931,71663.7
2932,71663.7
2933,71662.7
2934,71661.6
2935,71661.6
2936,71662.59
2937,71660.5
2938,71661.5
2939,71661.5
2940,71662.59
2941,71662.5
2942,71662.5
2943,71663.6
2944,71664.695
2945,71665.805
2946,71666.805
2947,71669.1
2948,71670.1
2949,71673.4
2950,71675.6
2951,71676.7
2952,71677.805
2953,71679.9
2954,71681.0
2955,71682.7
2956,71683.1
2957,71683.1
2958,71684.305
2959,71685.4
2960,71686.4
2961,71685.9
2962,71685.9
2963,71685.8
2964,71684.695
2965,71684.195
2966,71683.1
2967,71683.6
2968,71681.9
2969,71679.7
2970,71680.8
2971,71679.8
2972,71678.5
2973,71679.7
2974,71679.7
2975,71680.8
2976,71679.6
2977,71679.6
2978,71680.7
2979,71679.6
2980,71679.7
2981,71678.4
2982,71676.3
2983,71677.4
2984,71677.305
2985,71676.2
2986,71676.2
2987,71675.09
2988,71677.195
2989,71675.0
2990,71676.1
2991,71676.9
2992,71677.1
2993,71677.1
2994,71678.305
2995,71677.195
2996,71675.0
2997,71675.0
2998,71675.0
2999,71676.2
3000,71676.2
3001,71677.305
3002,71678.4
3003,71680.8
3004,71682.5
3005,71682.9
3006,71683.6
3007,71684.6
3008,71684.695
3009,71685.8
3010,71685.305
3011,71684.805
3012,71684.695
3013,71683.695
3014,71684.695
3015,71687.0
3016,71695.8
3017,71708.0
3018,71719.5
3019,71728.305
3020,71733.695
3021,71735.4
3022,71734.9
3023,71734.305
3024,71731.0
3025,71728.305
3026,71723.9
3027,71720.6
3028,71717.3
3029,71712.8
3030,71709.6
3031,71706.8
3032,71704.7
3033,71701.9
3034,71699.7
3035,71697.5
3036,71695.3
3037,71693.59
3038,71692.0
3039,71690.305
3040,71689.2
3041,71687.09
3042,71685.9
3043,71684.305
3044,71681.5
3045,71679.9
3046,71677.695
3047,71675.41
3048,71673.3
3049,71673.3
3050,71671.1
3051,71671.0
3052,71670.0
3053,71670.0
3054,71670.0
3055,71668.91
3056,71670.0
3057,71668.91
3058,71668.91
3059,71668.91
3060,71668.91
3061,71667.9
3062,71666.7
3063,71665.6
3064,71665.6
3065,71665.6
3066,71664.5
3067,71664.5
3068,71665.195
3069,71664.6
3070,71664.6
3071,71664.6
3072,71664.6
3073,71664.695
3074,71663.7
3075,71661.6
3076,71661.5
3077,71661.5
3078,71660.4
3079,71660.4
3080,71659.195
3081,71659.195
3082,71659.195
3083,71659.305
3084,71658.1
3085,71658.0
3086,71658.1
3087,71659.195
3088,71660.195
3089,71660.305
3090,71660.305
3091,71660.305
3092,71660.305
3093,71662.5
3094,71663.5
3095,71662.41
3096,71664.5
3097,71665.6
3098,71666.7
3099,71666.6
3100,71668.8
3101,71669.9
3102,71671.0
3103,71671.0
3104,71671.0
3105,71673.2
3106,71673.2
3107,71673.3
3108,71673.2
3109,71672.0
3110,71670.9
3111,71669.7
3112,71669.6
3113,71665.195
3114,71679.1
3115,71701.0
3116,71707.1
3117,71703.805
3118,71697.805
3119,71697.805
3120,71695.8
3121,71693.5
3122,71691.4
3123,71689.695
3124,71689.2
3125,71690.805
3126,71693.1
3127,71693.1
3128,71692.0
3129,71691.6
3130,71690.4
3131,71688.2
3132,71686.6
3133,71686.0
3134,71684.305
3135,71683.805
3136,71683.695
3137,71683.0
3138,71683.695
3139,71687.0
3140,71691.805
3141,71696.305
3142,71699.4
3143,71700.7
3144,71700.2
3145,71699.2
3146,71697.5
3147,71695.3
3148,71693.1
3149,71692.0
3150,71689.2
3151,71687.09
3152,71685.1
3153,71683.695
3154,71682.1
3155,71681.0
3156,71679.9
3157,71679.9
3158,71678.805
3159,71677.695
3160,71677.695
3161,71677.695
3162,71677.695
3163,71677.695
3164,71677.695
3165,71677.805
3166,71676.7
3167,71676.7
3168,71675.5
3169,71675.5
3170,71674.4
3171,71674.4
3172,71674.4
3173,71675.5
3174,71675.5
3175,71675.6
3176,71676.7
3177,71676.7
3178,71677.805
3179,71677.805
3180,71676.7
3181,71676.7
3182,71675.6
3183,71675.5
3184,71674.5
3185,71673.4
3186,71673.4
3187,71672.305
3188,71671.1
3189,71670.1
3190,71668.91
3191,71666.7
3192,71665.6
3193,71663.5
3194,71662.3
3195,71661.2
3196,71660.195
3197,71660.195
3198,71659.1
3199,71659.1
3200,71659.1
3201,71659.1
3202,71659.1
3203,71660.195
3204,71660.1
3205,71659.1
3206,71660.195
3207,71660.1
3208,71659.1
3209,71659.1
3210,71657.9
3211,71657.7
3212,71656.9
3213,71655.8
3214,71655.8
3215,71655.8
3216,71656.0
3217,71654.8
3218,71653.695
3219,71653.695
3220,71653.805
3221,71653.805
3222,71653.695
3223,71653.695
3224,71653.695
3225,71652.695
3226,71652.805
3227,71652.805
3228,71652.805
3229,71651.6
3230,71652.695
3231,71651.6
3232,71651.6
3233,71652.5
3234,71653.5
3235,71654.6
3236,71654.6
3237,71653.6
3238,71654.7
3239,71654.6
3240,71656.9
3241,71656.9
3242,71655.8
3243,71657.9
3244,71657.9
3245,71658.9
3246,71661.1
3247,71659.0
3248,71662.2
3249,71662.2
3250,71662.3
3251,71664.5
3252,71664.5
3253,71664.4
3254,71663.3
3255,71664.4
3256,71664.4
3257,71664.4
3258,71664.3
3259,71665.4
3260,71664.2
3261,71664.2
3262,71665.195
3263,71665.195
3264,71666.4
3265,71667.1
3266,71667.5
3267,71667.6
3268,71667.6
3269,71667.7
3270,71666.5
3271,71666.5
3272,71666.5
3273,71667.7
3274,71666.5
3275,71668.7
3276,71665.4
3277,71666.5
3278,71667.6
3279,71669.8
3280,71669.9
3281,71673.2
3282,71674.3
3283,71676.6
3284,71676.6
3285,71676.6
3286,71675.41
3287,71675.41
3288,71676.6
3289,71677.6
3290,71678.695
3291,71679.9
3292,71681.0
3293,71681.5
3294,71681.0
3295,71681.5
3296,71681.5
3297,71682.1
3298,71682.1
3299,71682.1
3300,71682.1
3301,71682.1
3302,71682.1
3303,71681.09
3304,71681.09
3305,71679.9
3306,71679.9
3307,71679.9
3308,71678.805
3309,71678.9
3310,71678.805
3311,71677.805
3312,71676.7
3313,71675.5
3314,71675.5
3315,71675.5
3316,71675.5
3317,71674.5
3318,71674.5
3319,71674.5
3320,71674.5
3321,71673.4
3322,71672.305
3323,71672.195
3324,71671.1
3325,71670.0
3326,71670.1
3327,71668.91
3328,71669.0
3329,71669.0
3330,71667.9
3331,71667.9
3332,71666.805
3333,71665.6
3334,71665.6
3335,71663.5
3336,71663.5
3337,71661.3
3338,71660.195
3339,71660.195
3340,71659.1
3341,71659.1
3342,71659.1
3343,71659.1
3344,71659.1
3345,71659.1
3346,71659.1
3347,71659.1
3348,71659.1
3349,71659.1
3350,71659.1
3351,71659.1
3352,71657.9
3353,71657.9
3354,71656.9
3355,71656.9
3356,71655.8
3357,71655.8
3358,71654.7
3359,71654.7
3360,71654.7
3361,71653.695
3362,71652.695
3363,71650.5
3364,71650.6
3365,71650.5
3366,71649.5
3367,71648.4
3368,71649.4
3369,71649.4
3370,71650.41
3371,71650.41
3372,71650.3
3373,71650.3
3374,71651.6
3375,71651.6
3376,71649.3
3377,71651.4
3378,71651.5
3379,71651.4
3380,71652.4
3381,71653.6
3382,71653.6
3383,71654.6
3384,71655.8
3385,71657.0
3386,71656.9
3387,71659.1
3388,71659.1
3389,71660.305
3390,71660.195
3391,71660.1
3392,71661.2
3393,71661.2
3394,71662.2
3395,71662.09
3396,71663.3
3397,71664.3
3398,71663.3
3399,71663.3
3400,71664.3
3401,71666.7
3402,71666.6
3403,71666.6
3404,71664.4
3405,71659.9
3406,71657.6
3407,71655.4
3408,71656.3
3409,71704.5
3410,71794.9
3411,71867.1
3412,71895.8
3413,71892.0
3414,71871.1
3415,71847.6
3416,71823.6
3417,71802.0
3418,71784.0
3419,71769.1
3420,71758.695
3421,71751.0
3422,71743.8
3423,71738.9
3424,71733.9
3425,71730.0
3426,71727.305
3427,71724.0
3428,71721.695
3429,71720.1
3430,71716.805
3431,71714.5
3432,71713.4
3433,71711.8
3434,71711.2
3435,71709.6
3436,71708.0
3437,71706.3
3438,71704.7
3439,71703.6
3440,71702.4
3441,71701.4
3442,71699.8
3443,71699.2
3444,71698.1
3445,71697.6
3446,71698.1
3447,71696.5
3448,71695.9
3449,71695.9
3450,71695.4
3451,71695.4
3452,71694.3
3453,71693.7
3454,71693.2
3455,71692.1
3456,71690.9
3457,71690.4
3458,71689.9
3459,71688.8
3460,71687.59
3461,71686.5
3462,71685.5
3463,71683.805
3464,71683.805
3465,71681.6
3466,71681.09
3467,71678.9
3468,71678.9
3469,71677.805
3470,71676.7
3471,71675.6
3472,71675.6
3473,71673.4
3474,71672.305
3475,71671.1
3476,71669.0
3477,71666.805
3478,71665.695
3479,71664.6
3480,71663.5
3481,71663.5
3482,71662.3
3483,71662.3
3484,71662.3
3485,71662.3
3486,71662.3
3487,71661.2
3488,71661.2
3489,71662.3
3490,71661.2
3491,71661.2
3492,71660.195
3493,71660.195
3494,71659.1
3495,71659.1
3496,71658.0
3497,71658.0
3498,71658.0
3499,71656.9
3500,71656.9
3501,71656.9
3502,71655.8
3503,71655.8
3504,71654.6
3505,71654.6
3506,71654.6
3507,71654.6
3508,71653.6
3509,71653.695
3510,71652.805
3511,71651.6
3512,71650.5
3513,71650.5
3514,71650.6
3515,71647.4
3516,71645.3
3517,71647.195
3518,71647.1
3519,71648.1
3520,71648.2
3521,71648.2
3522,71648.1
3523,71648.1
3524,71648.1
3525,71650.3
3526,71651.4
3527,71651.5
3528,71649.2
3529,71650.2
3530,71651.3
3531,71651.2
3532,71654.5
3533,71654.6
3534,71655.6
3535,71655.6
3536,71657.8
3537,71660.1
3538,71662.3
3539,71663.5
3540,71664.6
3541,71665.6
3542,71667.9
3543,71666.7
3544,71669.0
3545,71670.1
3546,71671.195
3547,71670.1
3548,71670.0
3549,71671.0
3550,71671.0
3551,71671.0
3552,71671.0
3553,71669.9
3554,71669.9
3555,71662.09
3556,71662.09
3557,71662.09
3558,71938.1
3559,71676.5
3560,71718.8
3561,71889.4
3562,71979.4
3563,72011.1
3564,72014.4
3565,72001.7
3566,71984.195
3567,71967.1
3568,71952.9
3569,71942.2
3570,72093.8
3571,71938.6
3572,71946.9
3573,71965.1
3574,71985.6
3575,72006.9
3576,72032.2
3577,72053.695
3578,72070.695
3579,72082.8
3580,72090.5
3581,72093.3
3582,71992.0
3583,72089.6
3584,72084.4
3585,72078.5
3586,72070.5
3587,72060.8
3588,72051.5
3589,72041.5
3590,72030.6
3591,72021.6
3592,72011.3
3593,72001.3
3594,71913.8
3595,71983.195
3596,71975.0
3597,71967.2
3598,71960.1
3599,71953.5
3600,71946.9
3601,71940.805
3602,71934.805
3603,71929.8
3604,71924.3
3605,71918.8
3606,71863.8
3607,71909.4
3608,71904.5
3609,71900.0
3610,71896.305
3611,71891.9
3612,71888.0
3613,71883.0
