,valor_leitura_flu_413
3614,71879.2
3615,71874.7
3616,71871.0
3617,71868.2
3618,71816.0
3619,71859.4
3620,71855.5
3621,71852.305
3622,71848.3
3623,71844.0
3624,71839.0
3625,71834.6
3626,71833.1
3627,71828.0
3628,71824.1
3629,71819.7
3630,71770.8
3631,71812.09
3632,71808.195
3633,71804.4
3634,71800.5
3635,71796.695
3636,71793.3
3637,71790.0
3638,71785.7
3639,71780.7
3640,71777.4
3641,71774.1
3642,71724.4
3643,71767.0
3644,71763.7
3645,71759.9
3646,71757.2
3647,71753.305
3648,71749.59
3649,71745.3
3650,71740.4
3651,71736.1
3652,71732.7
3653,71728.9
3654,71696.305
3655,71720.0
3656,71716.5
3657,71714.805
3658,71713.7
3659,71711.1
3660,71707.9
3661,71705.2
3662,71702.9
3663,71701.3
3664,71699.1
3665,71695.8
3666,71694.9
3667,71695.1
3668,71693.0
3669,71693.4
3670,71694.0
3671,71692.9
3672,71693.3
3673,71692.3
3674,71693.3
3675,71693.3
3676,71694.4
3677,71694.5
3678,71691.9
3679,71697.195
3680,71697.695
3681,71696.6
3682,71698.2
3683,71697.0
3684,71697.6
3685,71696.4
3686,71694.8
3687,71695.4
3688,71693.7
3689,71693.1
3690,71677.6
3691,71691.4
3692,71690.305
3693,71690.195
3694,71689.0
3695,71687.41
3696,71686.4
3697,71685.305
3698,71683.1
3699,71680.9
3700,71679.8
3701,71678.6
3702,71668.59
3703,71676.5
3704,71674.2
3705,71673.1
3706,71672.0
3707,71671.9
3708,71671.9
3709,71671.9
3710,71669.6
3711,71667.4
3712,71668.5
3713,71669.6
3714,71715.1
3715,71671.9
3716,71672.0
3717,71673.1
3718,71677.6
3719,71694.1
3720,71704.0
3721,71713.9
3722,71718.3
3723,71723.2
3724,71722.695
3725,71718.91
3726,71727.305
3727,71713.4
3728,71713.5
3729,71728.4
3730,71750.9
3731,71763.5
3732,71766.305
3733,71762.5
3734,71755.6
3735,71748.2
3736,71741.6
3737,71733.4
3738,71699.8
3739,71721.805
3740,71715.195
3741,71709.695
3742,71706.41
3743,71704.2
3744,71701.5
3745,71700.41
3746,71699.8
3747,71700.5
3748,71699.8
3749,71699.8
3750,71683.9
3751,71698.7
3752,71698.7
3753,71698.1
3754,71697.1
3755,71696.5
3756,71694.8
3757,71693.2
3758,71691.6
3759,71689.3
3760,71687.7
3761,71686.0
3762,71671.1
3763,71682.2
3764,71681.09
3765,71678.9
3766,71677.805
3767,71677.805
3768,71676.7
3769,71675.6
3770,71674.5
3771,71673.4
3772,71673.4
3773,71672.305
3774,71661.3
3775,71671.1
3776,71671.195
3777,71670.1
3778,71669.1
3779,71666.805
3780,71665.695
3781,71664.6
3782,71664.6
3783,71663.5
3784,71662.41
3785,71662.41
3786,71649.5
3787,71661.3
3788,71660.195
3789,71659.1
3790,71659.195
3791,71658.1
3792,71658.195
3793,71656.09
3794,71654.0
3795,71652.9
3796,71651.6
3797,71650.6
3798,71650.3
3799,71648.5
3800,71648.5
3801,71647.195
3802,71647.195
3803,71646.1
3804,71647.195
3805,71647.195
3806,71647.195
3807,71649.3
3808,71649.3
3809,71650.41
3810,71660.1
3811,71651.6
3812,71652.6
3813,71653.6
3814,71654.7
3815,71654.6
3816,71655.8
3817,71655.8
3818,71656.8
3819,71657.9
3820,71659.1
3821,71660.195
3822,71664.4
3823,71661.2
3824,71660.1
3825,71661.2
3826,71661.1
3827,71662.2
3828,71663.4
3829,71664.4
3830,71664.4
3831,71664.5
3832,71664.4
3833,71664.4
3834,71665.4
3835,71665.4
3836,71665.4
3837,71665.4
3838,71665.4
3839,71665.4
3840,71665.305
3841,71665.305
3842,71666.5
3843,71666.5
3844,71665.5
3845,71665.4
3846,71669.7
3847,71664.2
3848,71665.305
3849,71666.5
3850,71666.5
3851,71666.4
3852,71666.4
3853,71666.4
3854,71667.5
3855,71668.59
3856,71668.59
3857,71668.59
3858,71675.41
3859,71669.7
3860,71669.7
3861,71670.9
3862,71670.9
3863,71669.8
3864,71669.8
3865,71669.8
3866,71669.8
3867,71671.0
3868,71673.2
3869,71673.2
3870,71674.4
3871,71676.6
3872,71676.6
3873,71677.6
3874,71677.6
3875,71676.6
3876,71676.6
3877,71676.6
3878,71675.41
3879,71675.41
3880,71675.5
3881,71674.4
3882,71674.4
3883,71673.3
3884,71673.3
3885,71672.195
3886,71672.195
3887,71673.3
3888,71673.3
3889,71673.3
3890,71673.3
3891,71674.4
3892,71674.4
3893,71674.4
3894,71668.91
3895,71673.3
3896,71673.3
3897,71673.3
3898,71672.195
3899,71672.195
3900,71671.1
3901,71671.1
3902,71671.0
3903,71670.0
3904,71668.91
3905,71668.91
3906,71661.2
3907,71669.0
3908,71667.9
3909,71666.7
3910,71666.7
3911,71666.7
3912,71665.695
3913,71664.6
3914,71664.6
3915,71663.5
3916,71663.5
3917,71662.3
3918,71656.9
3919,71661.2
3920,71660.195
3921,71659.1
3922,71659.1
3923,71657.9
3924,71657.9
3925,71657.9
3926,71656.9
3927,71656.9
3928,71656.9
3929,71656.9
3930,71647.305
3931,71655.8
3932,71655.8
3933,71655.8
3934,71654.7
3935,71655.9
3936,71647.195
3937,71653.9
3938,71652.9
3939,71650.7
3940,71648.5
3941,71648.5
3942,71647.305
3943,71647.305
3944,71646.1
3945,71647.195
3946,71647.195
3947,71646.1
3948,71647.195
3949,71648.2
3950,71648.2
3951,71649.2
3952,71650.3
3953,71650.3
3954,71651.2
3955,71651.4
3956,71651.4
3957,71653.5
3958,71651.3
3959,71654.6
3960,71653.4
3961,71653.4
3962,71654.6
3963,71657.8
3964,71657.8
3965,71657.8
3966,71659.0
3967,71661.1
3968,71662.2
3969,71663.4
3970,71663.4
3971,71663.4
3972,71665.5
3973,71664.4
3974,71665.5
3975,71665.4
3976,71665.4
3977,71666.5
3978,71666.5
3979,71666.5
3980,71665.4
3981,71666.5
3982,71666.5
3983,71665.4
3984,71663.2
3985,71664.3
3986,71663.2
3987,71662.0
3988,71663.1
3989,71660.8
3990,71660.8
3991,71661.9
3992,71660.7
3993,71658.6
3994,71659.5
3995,71658.4
3996,71659.5
3997,71659.5
3998,71660.6
3999,71661.7
4000,71661.7
4001,71662.91
4002,71661.8
4003,71661.8
4004,71662.91
4005,71662.91
4006,71664.0
4007,71665.195
4008,71665.195
4009,71665.305
4010,71665.305
4011,71666.5
4012,71667.6
4013,71667.6
4014,71668.7
4015,71668.7
4016,71668.8
4017,71669.9
4018,71669.9
4019,71671.0
4020,71671.0
4021,71671.0
4022,71671.0
4023,71672.195
4024,71672.195
4025,71672.195
4026,71672.195
4027,71673.3
4028,71673.3
4029,71673.3
4030,71673.3
4031,71672.195
4032,71673.3
4033,71673.3
4034,71674.4
4035,71674.4
4036,71675.41
4037,71675.41
4038,71675.41
4039,71675.41
4040,71675.41
4041,71674.4
4042,71673.3
4043,71672.195
4044,71671.1
4045,71670.0
4046,71668.91
4047,71668.91
4048,71668.91
4049,71667.8
4050,71667.8
4051,71667.8
4052,71666.7
4053,71666.7
4054,71665.6
4055,71665.6
4056,71664.5
4057,71664.5
4058,71664.5
4059,71662.3
4060,71662.3
4061,71662.3
4062,71661.2
4063,71661.2
4064,71660.195
4065,71659.1
4066,71659.1
4067,71657.9
4068,71656.8
4069,71656.9
4070,71655.8
4071,71655.8
4072,71655.8
4073,71655.8
4074,71655.8
4075,71655.8
4076,71654.6
4077,71655.8
4078,71654.6
4079,71654.7
4080,71654.9
4081,71652.805
4082,71651.7
4083,71650.6
4084,71649.5
4085,71647.305
4086,71647.305
4087,71646.195
4088,71646.1
4089,71646.1
4090,71645.0
4091,71645.0
4092,71645.0
4093,71644.9
4094,71645.9
4095,71647.1
4096,71645.9
4097,71647.0
4098,71648.0
4099,71649.1
4100,71649.1
4101,71650.09
4102,71651.4
4103,71651.3
4104,71652.4
4105,71653.5
4106,71653.5
4107,71654.6
4108,71654.5
4109,71655.5
4110,71656.5
4111,71657.6
4112,71658.805
4113,71658.805
4114,71659.9
4115,71661.1
4116,71662.2
4117,71661.1
4118,71661.0
4119,71661.0
4120,71660.9
4121,71663.1
4122,71663.1
4123,71659.695
4124,71657.4
4125,71661.8
4126,71674.91
4127,71685.9
4128,71702.0
4129,71713.1
4130,71709.805
4131,71706.6
4132,71699.5
4133,71694.1
4134,71688.7
4135,71685.9
4136,71681.5
4137,71679.9
4138,71678.695
4139,71678.695
4140,71678.695
4141,71681.0
4142,71685.4
4143,71687.5
4144,71692.0
4145,71698.0
4146,71703.6
4147,71707.4
4148,71711.2
4149,71713.4
4150,71714.0
4151,71714.0
4152,71711.7
4153,71710.1
4154,71707.4
4155,71704.0
4156,71701.9
4157,71699.59
4158,71697.5
4159,71695.3
4160,71692.5
4161,71690.305
4162,71687.5
4163,71685.9
4164,71683.695
4165,71682.1
4166,71681.5
4167,71681.5
4168,71681.0
4169,71679.9
4170,71678.695
4171,71678.695
4172,71677.695
4173,71677.695
4174,71676.6
4175,71675.41
4176,71675.41
4177,71675.41
4178,71675.41
4179,71674.4
4180,71674.4
4181,71674.4
4182,71673.3
4183,71673.3
4184,71672.195
4185,71671.0
4186,71671.1
4187,71670.0
4188,71670.0
4189,71670.0
4190,71670.0
4191,71668.91
4192,71668.91
4193,71668.91
4194,71669.0
4195,71668.91
4196,71667.8
4197,71667.8
4198,71669.0
4199,71667.9
4200,71666.7
4201,71665.6
4202,71665.6
4203,71665.6
4204,71664.5
4205,71664.6
4206,71664.5
4207,71663.5
4208,71663.5
4209,71662.3
4210,71661.2
4211,71661.2
4212,71661.2
4213,71660.195
4214,71657.9
4215,71656.9
4216,71655.9
4217,71655.8
4218,71654.6
4219,71654.6
4220,71654.6
4221,71654.6
4222,71654.6
4223,71654.8
4224,71655.0
4225,71653.195
4226,71651.7
4227,71650.7
4228,71649.59
4229,71648.5
4230,71648.5
4231,71647.305
4232,71647.195
4233,71647.195
4234,71647.195
4235,71646.1
4236,71647.1
4237,71648.2
4238,71648.2
4239,71648.1
4240,71650.3
4241,71650.3
4242,71651.4
4243,71651.4
4244,71651.4
4245,71652.5
4246,71652.4
4247,71652.4
4248,71652.4
4249,71652.305
4250,71654.6
4251,71655.7
4252,71656.7
4253,71657.8
4254,71660.0
4255,71661.1
4256,71660.0
4257,71661.1
4258,71663.3
4259,71663.3
4260,71664.4
4261,71663.3
4262,71663.3
4263,71664.4
4264,71663.3
4265,71664.4
4266,71662.09
4267,71665.4
4268,71664.2
4269,71664.2
4270,71664.2
4271,71663.1
4272,71664.2
4273,71664.2
4274,71664.1
4275,71663.0
4276,71655.1
4277,71707.3
4278,71729.305
4279,71720.1
4280,71700.9
4281,71688.8
4282,71684.6
4283,71680.9
4284,71680.9
4285,71684.305
4286,71687.09
4287,71688.8
4288,71689.3
4289,71693.7
4290,71697.0
4291,71699.2
4292,71700.8
4293,71701.4
4294,71703.6
4295,71703.0
4296,71701.4
4297,71700.7
4298,71699.1
4299,71698.6
4300,71696.305
4301,71694.7
4302,71693.1
4303,71691.4
4304,71689.2
4305,71687.09
4306,71685.5
4307,71682.7
4308,71681.5
4309,71679.9
4310,71677.695
4311,71677.695
4312,71676.6
4313,71675.41
4314,71675.41
4315,71675.41
4316,71674.4
4317,71674.4
4318,71673.3
4319,71673.3
4320,71672.195
4321,71672.195
4322,71671.1
4323,71671.1
4324,71671.1
4325,71670.0
4326,71670.0
4327,71671.1
4328,71670.0
4329,71670.0
4330,71670.0
4331,71667.9
4332,71666.7
4333,71666.7
4334,71666.7
4335,71666.7
4336,71668.91
4337,71667.9
4338,71666.7
4339,71666.7
4340,71666.7
4341,71666.7
4342,71666.7
4343,71665.695
4344,71664.5
4345,71664.6
4346,71664.6
4347,71663.5
4348,71664.5
4349,71663.5
4350,71663.5
4351,71663.5
4352,71663.5
4353,71662.3
4354,71662.3
4355,71661.2
4356,71660.195
4357,71659.1
4358,71657.9
4359,71656.9
4360,71655.8
4361,71655.8
4362,71654.6
4363,71653.6
4364,71653.6
4365,71653.6
4366,71653.6
4367,71654.8
4368,71653.9
4369,71652.9
4370,71651.7
4371,71650.7
4372,71649.59
4373,71646.305
4374,71646.195
4375,71646.195
4376,71646.195
4377,71646.1
4378,71646.1
4379,71647.195
4380,71647.195
4381,71647.195
4382,71647.195
4383,71648.2
4384,71648.2
4385,71648.2
4386,71649.2
4387,71648.1
4388,71648.1
4389,71648.1
4390,71648.1
4391,71649.2
4392,71650.2
4393,71651.3
4394,71653.4
4395,71654.6
4396,71654.6
4397,71656.7
4398,71657.8
4399,71658.9
4400,71658.9
4401,71660.0
4402,71661.1
4403,71661.1
4404,71661.0
4405,71660.9
4406,71660.9
4407,71663.1
4408,71663.1
4409,71664.2
4410,71664.2
4411,71663.2
4412,71665.4
4413,71664.2
4414,71664.2
4415,71664.2
4416,71664.2
4417,71665.305
4418,71665.305
4419,71665.305
4420,71664.2
4421,71664.2
4422,71663.1
4423,71663.1
4424,71663.1
4425,71662.0
4426,71661.9
4427,71660.8
4428,71660.8
4429,71660.7
4430,71660.8
4431,71661.9
4432,71663.0
4433,71663.0
4434,71664.1
4435,71664.1
4436,71664.1
4437,71664.1
4438,71665.305
4439,71665.305
4440,71665.305
4441,71665.305
4442,71665.305
4443,71666.5
4444,71666.5
4445,71666.5
4446,71666.5
4447,71666.5
4448,71667.7
4449,71667.7
4450,71667.7
4451,71668.8
4452,71668.8
4453,71669.9
4454,71668.8
4455,71668.8
4456,71668.8
4457,71668.8
4458,71667.8
4459,71667.8
4460,71666.6
4461,71666.6
4462,71666.6
4463,71667.8
4464,71667.8
4465,71668.91
4466,71670.0
4467,71668.91
4468,71668.91
4469,71668.91
4470,71668.91
4471,71670.0
4472,71668.91
4473,71668.91
4474,71667.8
4475,71668.91
4476,71668.91
4477,71667.8
4478,71667.8
4479,71666.7
4480,71666.7
4481,71666.7
4482,71666.7
4483,71666.7
4484,71665.6
4485,71666.7
4486,71666.7
4487,71666.7
4488,71666.7
4489,71666.7
4490,71665.6
4491,71665.6
4492,71665.6
4493,71664.5
4494,71663.5
4495,71662.3
4496,71660.195
4497,71657.9
4498,71657.9
4499,71655.8
4500,71654.6
4501,71655.8
4502,71654.6
4503,71654.6
4504,71653.5
4505,71653.6
4506,71653.6
4507,71652.5
4508,71652.5
4509,71652.5
4510,71651.5
4511,71651.6
4512,71650.5
4513,71649.5
4514,71648.5
4515,71646.1
4516,71646.1
4517,71646.1
4518,71645.1
4519,71644.0
4520,71645.1
4521,71645.1
4522,71646.1
4523,71646.1
4524,71644.9
4525,71647.1
4526,71647.1
4527,71648.1
4528,71647.1
4529,71647.0
4530,71648.1
4531,71649.1
4532,71649.1
4533,71650.3
4534,71650.2
4535,71651.4
4536,71652.5
4537,71654.6
4538,71653.6
4539,71655.8
4540,71656.8
4541,71656.8
4542,71656.7
4543,71659.0
4544,71661.1
4545,71661.1
4546,71660.0
4547,71661.1
4548,71661.1
4549,71660.0
4550,71663.3
4551,71663.3
4552,71661.0
4553,71663.3
4554,71662.0
4555,71664.3
4556,71663.2
4557,71662.0
4558,71662.0
4559,71662.0
4560,71662.0
4561,71660.8
4562,71660.8
4563,71660.8
4564,71659.695
4565,71659.695
4566,71658.6
4567,71658.5
4568,71659.5
4569,71661.8
4570,71662.91
4571,71665.1
4572,71663.0
4573,71665.1
4574,71665.1
4575,71666.305
4576,71666.305
4577,71665.1
4578,71666.305
4579,71665.1
4580,71665.195
4581,71665.195
4582,71665.195
4583,71664.2
4584,71664.2
4585,71664.2
4586,71664.2
4587,71665.4
4588,71666.5
4589,71666.5
4590,71666.5
4591,71667.7
4592,71668.8
4593,71668.8
4594,71667.8
4595,71668.91
4596,71669.9
4597,71670.0
4598,71670.0
4599,71670.0
4600,71670.0
4601,71670.0
4602,71670.0
4603,71670.0
4604,71670.0
4605,71670.0
4606,71671.0
4607,71671.0
4608,71670.0
4609,71670.0
4610,71670.0
4611,71670.0
4612,71671.0
4613,71671.0
4614,71671.1
4615,71671.1
4616,71672.195
4617,71672.195
4618,71672.195
4619,71672.195
4620,71671.1
4621,71670.0
4622,71670.0
4623,71668.91
4624,71667.9
4625,71667.9
4626,71666.7
4627,71665.6
4628,71665.6
4629,71664.5
4630,71664.5
4631,71664.5
4632,71663.5
4633,71663.5
4634,71662.3
4635,71662.3
4636,71661.2
4637,71661.2
4638,71661.2
4639,71660.195
4640,71659.1
4641,71659.1
4642,71656.9
4643,71655.8
4644,71655.8
4645,71655.8
4646,71655.8
4647,71655.8
4648,71655.8
4649,71654.6
4650,71654.6
4651,71653.6
4652,71653.6
4653,71653.6
4654,71652.6
4655,71651.6
4656,71650.5
4657,71649.5
4658,71648.4
4659,71647.195
4660,71646.1
4661,71645.1
4662,71645.2
4663,71645.2
4664,71645.1
4665,71645.1
4666,71644.0
4667,71645.1
4668,71645.1
4669,71645.0
4670,71645.0
4671,71643.91
4672,71645.0
4673,71645.9
4674,71643.8
4675,71645.9
4676,71644.9
4677,71647.1
4678,71647.1
4679,71649.2
4680,71648.1
4681,71650.2
4682,71650.09
4683,71651.3
4684,71652.4
4685,71654.6
4686,71655.7
4687,71657.8
4688,71659.0
4689,71660.0
4690,71662.2
4691,71661.1
4692,71662.09
4693,71663.3
4694,71663.3
4695,71665.4
4696,71666.6
4697,71667.7
4698,71667.7
4699,71667.6
4700,71667.6
4701,71668.7
4702,71667.6
4703,71667.6
4704,71666.4
4705,71667.5
4706,71665.195
4707,71666.4
4708,71665.195
4709,71664.1
4710,71663.0
4711,71661.8
4712,71661.8
4713,71659.5
4714,71659.5
4715,71659.5
4716,71659.5
4717,71660.6
4718,71661.8
4719,71664.0
4720,71665.1
4721,71667.4
4722,71667.5
4723,71667.5
4724,71667.5
4725,71668.59
4726,71668.59
4727,71667.6
4728,71667.6
4729,71667.6
4730,71667.6
4731,71668.7
4732,71668.7
4733,71668.8
4734,71668.8
4735,71669.9
4736,71669.9
4737,71669.9
4738,71671.0
4739,71669.9
4740,71669.9
4741,71669.9
4742,71671.0
4743,71671.0
4744,71669.9
4745,71669.9
4746,71670.0
4747,71668.91
4748,71668.91
4749,71667.8
4750,71667.8
4751,71667.8
4752,71665.6
4753,71664.5
4754,71663.5
4755,71663.4
4756,71663.5
4757,71663.5
4758,71663.5
4759,71663.5
4760,71663.5
4761,71663.5
4762,71663.5
4763,71663.5
4764,71663.5
4765,71663.5
4766,71663.5
4767,71662.3
4768,71663.5
4769,71662.3
4770,71662.3
4771,71662.3
4772,71662.3
4773,71661.2
4774,71661.2
4775,71660.195
4776,71660.195
4777,71659.1
4778,71659.1
4779,71657.9
4780,71657.9
4781,71656.9
4782,71656.9
4783,71655.8
4784,71655.8
4785,71654.6
4786,71654.6
4787,71655.8
4788,71653.6
4789,71653.6
4790,71652.5
4791,71652.5
4792,71652.5
4793,71651.4
4794,71651.4
4795,71651.4
4796,71651.4
4797,71651.5
4798,71650.3
4799,71650.3
4800,71650.41
4801,71649.4
4802,71647.195
4803,71648.2
4804,71648.3
4805,71646.1
4806,71647.195
4807,71647.195
4808,71646.0
4809,71647.195
4810,71647.195
4811,71647.305
4812,71647.305
4813,71646.195
4814,71645.0
4815,71647.195
4816,71645.9
4817,71647.195
4818,71647.1
4819,71647.1
4820,71647.0
4821,71649.1
4822,71649.2
4823,71649.3
4824,71648.1
4825,71650.09
4826,71650.09
4827,71652.4
4828,71653.6
4829,71653.5
4830,71656.9
4831,71655.8
4832,71658.0
4833,71659.1
4834,71659.1
4835,71660.195
4836,71659.1
4837,71659.1
4838,71660.1
4839,71659.1
4840,71657.8
4841,71660.1
4842,71657.8
4843,71659.0
4844,71660.0
4845,71661.1
4846,71661.1
4847,71661.1
4848,71660.0
4849,71660.0
4850,71660.0
4851,71662.2
4852,71661.1
4853,71661.1
4854,71661.0
4855,71662.2
4856,71662.2
4857,71662.2
4858,71662.09
4859,71663.3
4860,71663.3
4861,71664.4
4862,71664.4
4863,71664.4
4864,71665.5
4865,71665.5
4866,71665.5
4867,71665.5
4868,71665.6
4869,71666.7
4870,71666.6
4871,71666.7
4872,71665.6
4873,71665.6
4874,71665.6
4875,71665.6
4876,71665.6
4877,71666.7
4878,71666.7
4879,71666.805
4880,71666.7
4881,71666.7
4882,71669.0
4883,71669.0
4884,71669.0
4885,71669.0
4886,71667.9
4887,71667.9
4888,71667.9
4889,71668.0
4890,71667.9
4891,71665.695
4892,71665.695
4893,71665.695
4894,71665.695
4895,71665.695
4896,71666.805
4897,71665.695
4898,71665.695
4899,71666.805
4900,71666.805
4901,71666.805
4902,71665.695
4903,71665.695
4904,71665.695
4905,71665.695
4906,71665.695
4907,71665.805
4908,71665.805
4909,71664.695
4910,71664.695
4911,71663.5
4912,71750.41
4913,71840.695
4914,71969.3
4915,72033.695
4916,72073.3
4917,72099.7
4918,72105.8
4919,72109.1
4920,72119.0
4921,72133.9
4922,72153.805
4923,72173.0
4924,72198.4
4925,72241.305
4926,72273.2
4927,72286.2
4928,72289.3
4929,72289.695
4930,72292.4
4931,72296.695
4932,72307.3
4933,72321.0
4934,72332.7
4935,72337.3
4936,72332.4
4937,72327.1
4938,72320.9
4939,72315.6
4940,72306.2
4941,72298.7
4942,72290.195
4943,72282.0
4944,72273.3
4945,72262.7
4946,72250.09
4947,72237.7
4948,72224.2
4949,72209.6
4950,72196.1
4951,72180.9
4952,72165.1
4953,72148.3
4954,72131.8
4955,72119.6
4956,72110.305
4957,72101.5
4958,72092.1
4959,72084.9
4960,72083.3
4961,72082.8
4962,72078.4
4963,72070.8
4964,72063.1
4965,72053.195
4966,72044.9
4967,72035.5
4968,72027.195
4969,72018.4
4970,72010.7
4971,72002.5
4972,71994.8
4973,71986.4
4974,71979.305
4975,71972.305
4976,71965.1
4977,71957.9
4978,71952.305
4979,71945.1
4980,71938.0
4981,71932.0
4982,71925.41
4983,71919.3
4984,71912.2
4985,71905.7
4986,71900.09
4987,71893.59
4988,71888.0
4989,71882.0
4990,71876.4
4991,71871.5
4992,71867.1
4993,71863.2
4994,71858.3
4995,71853.9
4996,71848.9
4997,71845.5
4998,71842.9
4999,71838.4
5000,71834.6
5001,71830.2
5002,71827.0
5003,71822.6
5004,71818.2
5005,71812.59
5006,71808.195
5007,71803.1
5008,71799.4
5009,71797.695
5010,71795.6
5011,71793.91
5012,71792.3
5013,71790.0
5014,71787.91
5015,71785.7
5016,71783.5
5017,71781.3
5018,71778.5
5019,71775.8
5020,71773.6
5021,71772.5
5022,71769.8
5023,71767.6
5024,71765.305
5025,71762.59
5026,71760.9
5027,71758.195
5028,71755.9
5029,71754.305
5030,71752.695
5031,71751.1
5032,71749.4
5033,71747.805
5034,71746.1
5035,71745.0
5036,71743.91
5037,71742.8
5038,71742.3
5039,71741.1
5040,71740.0
5041,71739.4
5042,71738.4
5043,71737.3
5044,71735.6
5045,71734.0
5046,71732.9
5047,71731.8
5048,71730.2
5049,71729.0
5050,71727.4
5051,71726.8
5052,71725.2
5053,71724.1
5054,71722.4
5055,71721.9
5056,71720.2
5057,71719.2
5058,71718.5
5059,71718.0
5060,71716.1
5061,71713.6
5062,71710.9
5063,71707.0
5064,71704.2
5065,71702.6
5066,71700.41
5067,71698.8
5068,71698.2
5069,71697.1
5070,71696.1
5071,71695.5
5072,71694.9
5073,71696.1
5074,71697.195
5075,71698.2
5076,71699.3
5077,71700.9
5078,71701.5
5079,71701.2
5080,71700.5
5081,71700.9
5082,71701.0
5083,71701.6
5084,71700.9
5085,71702.195
5086,71701.6
5087,71701.0
5088,71700.9
5089,71699.4
5090,71698.8
5091,71695.6
5092,71694.4
5093,71691.7
5094,71690.6
5095,71690.1
5096,71688.9
5097,71688.4
5098,71688.4
5099,71688.9
5100,71689.1
5101,71688.9
5102,71689.5
5103,71689.4
5104,71690.6
5105,71691.7
5106,71692.8
5107,71694.4
5108,71696.6
5109,71698.8
5110,71700.5
5111,71700.41
5112,71701.5
5113,71702.1
5114,71702.195
5115,71702.695
5116,71701.1
5117,71701.6
5118,71702.195
5119,71702.6
5120,71702.195
5121,71702.695
5122,71701.7
5123,71701.0
5124,71700.5
5125,71700.0
5126,71699.91
5127,71699.8
5128,71698.7
5129,71699.2
5130,71700.3
5131,71700.8
5132,71702.0
5133,71701.4
5134,71700.8
5135,71700.41
5136,71699.2
5137,71699.8
5138,71698.1
5139,71697.6
5140,71695.9
5141,71695.3
5142,71694.8
5143,71694.3
5144,71694.3
5145,71694.3
5146,71694.3
5147,71692.6
5148,71693.2
5149,71694.8
5150,71694.8
5151,71697.695
5152,71699.8
5153,71700.9
5154,71703.1
5155,71703.195
5156,71704.8
5157,71704.8
5158,71705.2
5159,71705.8
5160,71705.3
5161,71705.9
5162,71705.9
5163,71705.9
5164,71705.9
5165,71705.9
5166,71705.9
5167,71705.3
5168,71705.3
5169,71705.2
5170,71705.2
5171,71705.2
5172,71705.8
5173,71705.2
5174,71704.2
5175,71705.3
5176,71704.2
5177,71703.695
5178,71702.1
5179,71700.5
5180,71699.3
5181,71699.91
5182,71698.7
5183,71698.2
5184,71697.695
5185,71697.195
5186,71697.695
5187,71696.6
5188,71696.1
5189,71694.4
5190,71693.8
5191,71694.4
5192,71693.3
5193,71693.3
5194,71692.3
5195,71691.6
5196,71691.1
5197,71690.0
5198,71689.4
5199,71688.8
5200,71688.3
5201,71687.8
5202,71687.8
5203,71686.1
5204,71686.7
5205,71685.6
5206,71685.6
5207,71685.4
5208,71685.0
5209,71685.0
5210,71685.0
5211,71685.0
5212,71685.0
5213,71686.1
5214,71685.0
5215,71685.6
5216,71685.0
5217,71683.9
5218,71682.8
5219,71682.2
5220,71681.2
5221,71681.2
5222,71680.0
5223,71678.9
5224,71676.7
5225,71673.4
5226,71678.9
5227,71706.41
5228,71735.0
5229,71747.695
5230,71762.0
5231,71790.0
5232,71821.0
5233,71842.4
5234,71857.2
5235,71869.9
5236,71880.5
5237,71891.305
5238,71900.7
5239,71908.4
5240,71914.805
5241,71920.5
5242,71926.6
5243,71929.8
5244,71933.695
5245,71935.9
5246,71937.5
5247,71936.5
5248,71933.1
5249,71931.5
5250,71932.7
5251,71936.5
5252,71939.805
5253,71948.0
5254,71954.7
5255,71957.4
5256,71957.4
5257,71966.195
5258,71976.6
5259,71988.2
5260,71999.7
5261,72020.2
5262,72045.4
5263,72075.09
5264,72102.1
5265,72119.8
5266,72131.3
5267,72140.0
5268,72146.695
5269,72153.305
5270,72158.195
5271,72161.5
5272,72163.2
5273,72164.4
5274,72162.09
5275,72159.305
5276,72153.805
5277,72147.195
5278,72138.3
5279,72131.2
5280,72126.2
5281,72122.4
5282,72119.1
5283,72116.305
5284,72113.0
5285,72109.195
5286,72104.8
5287,72100.9
5288,72097.1
5289,72093.3
5290,72089.4
5291,72085.6
5292,72080.6
5293,72076.8
5294,72071.305
5295,72066.9
5296,72061.4
5297,72055.9
5298,72049.8
5299,72042.7
5300,72035.0
5301,72028.305
5302,72021.195
5303,72013.4
5304,72006.3
5305,71999.1
5306,71992.5
5307,71986.4
5308,71979.8
5309,71973.2
5310,71967.8
5311,71961.1
5312,71956.3
5313,71951.8
5314,71945.2
5315,71941.4
5316,71935.8
5317,71931.41
5318,71926.5
5319,71921.0
5320,71916.1
5321,71911.1
5322,71906.09
5323,71901.3
5324,71896.305
5325,71891.9
5326,71886.4
5327,71881.41
5328,71876.0
5329,71872.0
5330,71868.2
5331,71863.8
5332,71859.695
5333,71855.0
5334,71851.1
5335,71847.9
5336,71843.5
5337,71839.0
5338,71835.195
5339,71831.3
5340,71828.0
5341,71823.7
5342,71820.4
5343,71816.5
5344,71812.59
5345,71809.305
5346,71804.9
5347,71801.7
5348,71797.6
5349,71794.0
5350,71790.6
5351,71787.3
5352,71783.5
5353,71780.2
5354,71775.8
5355,71773.0
5356,71769.8
5357,71766.4
5358,71763.2
5359,71759.305
5360,71756.5
5361,71753.195
