,intervalo,valor_leitura_flu_143,valor_leitura_flu_283,valor_leitura_flu_413,valor_leitura_flu_563,valor_leitura_flu_629,valor_leitura_flu_1000580,valor_leitura_flu_1000610,valor_leitura_flu_1000958,valor_leitura_plu_143,valor_leitura_plu_283,valor_leitura_plu_413,valor_leitura_plu_511,valor_leitura_plu_514,valor_leitura_plu_563,valor_leitura_plu_629,valor_leitura_plu_1000500,valor_leitura_plu_1000510,valor_leitura_plu_1000868
0,2020-01-01 03:00:00 UTC,73340.6,72263.8,71661.2,74569.4,72836.7,77199.91,309.5,72418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020-01-01 03:10:00 UTC,73340.195,72263.0,71661.2,74569.4,72837.09,77200.0,308.4,72418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2020-01-01 03:20:00 UTC,73337.3,72263.3,71660.195,74569.4,72836.7,77199.59,308.8,72418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2020-01-01 03:30:00 UTC,73340.195,72263.8,71660.195,74569.1,72836.5,77199.91,308.5,72418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2020-01-01 03:40:00 UTC,73340.195,72263.8,71660.195,74569.4,72836.0,77199.91,308.2,72418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2020-01-01 03:50:00 UTC,73339.9,72263.8,71660.195,74569.4,72835.7,77199.7,307.5,72418.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2020-01-01 04:00:00 UTC,73339.0,72263.8,71660.195,74569.4,72836.2,77200.0,307.3,72417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2020-01-01 04:10:00 UTC,73337.3,72263.3,71660.195,74569.4,72836.2,77199.91,306.9,72417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2020-01-01 04:20:00 UTC,73337.3,72263.3,71660.195,74569.4,72836.2,77199.91,306.5,72417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2020-01-01 04:30:00 UTC,73336.6,72263.0,71660.195,74569.4,72836.5,77200.0,306.7,72417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2020-01-01 04:40:00 UTC,73336.1,72262.8,71660.195,74568.91,72836.5,77200.0,306.7,72416.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2020-01-01 04:50:00 UTC,73335.6,72262.3,71659.1,74568.91,72836.4,77199.91,306.9,72416.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2020-01-01 05:00:00 UTC,73335.7,72261.8,71659.1,74568.91,72836.3,77199.59,307.0,72415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2020-01-01 05:10:00 UTC,73335.7,72261.8,71659.1,74568.91,72836.3,77199.7,308.1,72415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2020-01-01 05:20:00 UTC,73336.1,72260.7,71659.1,74568.91,72836.5,77200.0,307.8,72415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2020-01-01 05:30:00 UTC,73337.0,72260.8,71659.1,74568.91,72835.8,77199.91,306.3,72413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2020-01-01 05:40:00 UTC,73337.3,72260.305,71659.1,74568.91,72836.1,77199.5,306.1,72411.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2020-01-01 05:50:00 UTC,73337.0,72259.195,71659.1,74569.5,72836.2,77199.7,306.1,72411.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2020-01-01 06:00:00 UTC,73337.09,72258.805,71659.1,74569.5,72836.5,77199.59,306.1,72410.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2020-01-01 06:10:00 UTC,73337.41,72257.6,71657.9,74569.5,72836.5,77199.59,305.9,72410.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2020-01-01 06:20:00 UTC,73337.41,72257.7,71656.9,74569.5,72836.2,77199.91,305.2,72409.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2020-01-01 06:30:00 UTC,73337.41,72257.2,71656.9,74569.0,72836.5,77200.09,305.3,72408.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2020-01-01 06:40:00 UTC,73337.09,72256.7,71656.9,74569.0,72836.6,77200.0,304.7,72408.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2020-01-01 06:50:00 UTC,73336.6,72256.09,71655.8,74569.0,72836.5,77199.59,305.3,72408.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2020-01-01 07:00:00 UTC,73336.6,72255.7,71655.8,74569.0,72836.4,77199.91,305.5,72407.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2020-01-01 07:10:00 UTC,73335.7,72255.7,71654.6,74569.0,72836.1,77200.41,306.0,72407.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2020-01-01 07:20:00 UTC,73335.8,72255.7,71653.6,74569.0,72836.1,77200.3,306.3,72407.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2020-01-01 07:30:00 UTC,73335.8,72255.1,71653.6,74569.0,72836.2,77200.2,306.0,72407.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2020-01-01 07:40:00 UTC,73335.7,72255.7,71653.6,74569.6,72836.4,77199.91,305.7,72407.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2020-01-01 07:50:00 UTC,73335.7,72255.1,71652.5,74569.6,72836.5,77199.7,305.9,72407.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
