,horizon,rmse_train,nse_train,rmse,nse
0,3,10.325909361653721,0.9891862625868622,12.6783076408218,0.9775214960930007
0,6,12.171574870491225,0.9849779480017826,21.72605747608917,0.9340061018076381
0,12,31.341553772886336,0.9004330566616947,39.094858738259475,0.7864116807030028
0,18,49.619791100690556,0.7505225897968977,53.68823975691488,0.5973787059589277
