,n_estimators,learning_rate,num_leaves,subsample,colsample_bytree,min_data_in_leaf,horizon
0,350,0.03207015040787344,451,0.9141620640169635,0.33419107305328194,89,1
0,800,0.01309398938906425,955,0.31796567200099124,0.15037562282558006,38,2
0,150,0.0454320833687983,49,0.6449727908958229,0.5702068481232814,82,3
0,400,0.009889559806737058,630,0.5233510133953743,0.43441868855691057,50,4
0,700,0.007083101781663426,710,0.5752402639735213,0.07394029349629117,51,5
0,500,0.008221717611435487,475,0.3293134420979,0.5387566308321718,37,6
0,800,0.003812064059801568,808,0.4592446520122346,0.5890425991579649,54,7
0,600,0.004982620267595058,848,0.4320481188177373,0.10419830076092798,51,8
